movieid,title,cluster_no,rating
955,Bringing Up Baby,21,3.86
956,Penny Serenade,5,4.0
959,Of Human Bondage,0,3.5
961,Little Lord Fauntleroy,0,4.0
963,"Inspector General, The",3,3.0
965,"39 Steps, The",13,4.05
968,Night of the Living Dead,15,3.76
8225,Night of the Living Dead,17,3.76
969,"African Queen, The",21,3.97
970,Beat the Devil,10,3.5
971,Cat on a Hot Tin Roof,0,4.1
973,Meet John Doe,7,3.9
976,"Farewell to Arms, A",5,3.0
979,Nothing Personal,0,3.0
981,Dangerous Ground,0,3.0
982,Picnic,0,3.0
984,"Pompatus of Love, The",7,3.5
986,Fly Away Home,11,3.54
987,Bliss,5,3.75
176413,Bliss,0,3.75
988,Grace of My Heart,7,3.0
990,Maximum Risk,6,2.9
991,Michael Collins,0,3.32
993,Infinity,0,3.0
994,Big Night,7,4.18
996,Last Man Standing,8,2.5
998,Set It Off,19,3.0
999,2 Days in the Valley,20,3.04
1003,Extreme Measures,13,2.5
1004,"Glimmer Man, The",12,3.0
1005,D3: The Mighty Ducks,1,2.19
1006,"Chamber, The",0,3.5
1007,"Apple Dumpling Gang, The",1,2.6
1008,"Davy Crockett, King of the Wild Frontier",3,3.0
1009,Escape to Witch Mountain,11,3.06
1010,"Love Bug, The",1,3.06
1011,Herbie Rides Again,21,2.94
1012,Old Yeller,0,3.44
1013,"Parent Trap, The",21,3.09
2059,"Parent Trap, The",21,3.09
1014,Pollyanna,7,2.9
1015,Homeward Bound: The Incredible Journey,0,2.95
1016,"Shaggy Dog, The",1,2.43
44399,"Shaggy Dog, The",11,2.43
1017,Swiss Family Robinson,11,3.5
1018,That Darn Cat!,1,2.42
1019,"20,000 Leagues Under the Sea",9,3.5
62383,"20,000 Leagues Under the Sea",18,3.5
1020,Cool Runnings,1,3.08
1021,Angels in the Outfield,1,2.33
1022,Cinderella,2,3.49
63239,Cinderella,2,3.49
130073,Cinderella,5,3.49
1023,Winnie the Pooh and the Blustery Day,2,3.62
1024,"Three Caballeros, The",2,3.67
1025,"Sword in the Stone, The",2,3.58
1027,Robin Hood: Prince of Thieves,0,3.02
1028,Mary Poppins,2,3.89
1029,Dumbo,2,3.39
1030,Pete's Dragon,11,2.78
160573,Pete's Dragon,11,2.78
1031,Bedknobs and Broomsticks,11,3.48
1032,Alice in Wonderland,11,3.18
74789,Alice in Wonderland,11,3.18
80748,Alice in Wonderland,11,3.18
1033,"Fox and the Hound, The",2,3.58
1034,Freeway,16,3.1
1035,"Sound of Music, The",5,3.94
1036,Die Hard,8,3.86
1037,"Lawnmower Man, The",12,2.77
1040,"Secret Agent, The",0,3.0
1041,Secrets & Lies,0,4.59
1042,That Thing You Do!,7,3.27
1043,To Gillian on Her 37th Birthday,5,2.4
1046,Beautiful Thing,5,4.5
1047,"Long Kiss Goodnight, The",14,3.32
1049,"Ghost and the Darkness, The",6,3.48
1050,Looking for Richard,0,3.9
1051,Trees Lounge,0,4.0
1053,Normal Life,5,3.0
1054,Get on the Bus,0,2.0
1055,Shadow Conspiracy,4,1.5
1056,Jude,0,3.07
1057,Everyone Says I Love You,21,3.47
1059,William Shakespeare's Romeo + Juliet,5,3.72
1060,Swingers,7,3.69
1061,Sleepers,4,3.67
1064,Aladdin and the King of Thieves,2,3.15
1066,Shall We Dance,21,4.5
1068,Crossfire,20,3.5
1073,Willy Wonka & the Chocolate Factory,2,3.87
1077,Sleeper,9,3.75
1078,Bananas,1,3.41
1079,"Fish Called Wanda, A",20,3.92
1080,Monty Python's Life of Brian,1,3.93
1081,Victor/Victoria,21,3.54
1082,"Candidate, The",0,3.58
1083,"Great Race, The",1,3.33
1084,Bonnie and Clyde,16,4.07
1085,"Old Man and the Sea, The",0,3.5
1086,Dial M for Murder,8,4.1
1088,Dirty Dancing,5,3.37
1089,Reservoir Dogs,8,4.2
1090,Platoon,0,3.98
1091,Weekend at Bernie's,1,2.55
1092,Basic Instinct,8,3.19
1093,"Doors, The",0,3.41
1094,"Crying Game, The",5,3.44
1095,Glengarry Glen Ross,0,3.67
1096,Sophie's Choice,0,4.05
1097,E.T. the Extra-Terrestrial,0,3.77
1099,"Christmas Carol, A",0,2.88
72294,"Christmas Carol, A",2,2.88
95839,"Christmas Carol, A",0,2.88
107013,"Christmas Carol, A",0,2.88
1100,Days of Thunder,5,2.71
1101,Top Gun,14,3.3
1103,Rebel Without a Cause,0,4.1
1104,"Streetcar Named Desire, A",0,4.47
1105,Children of the Corn IV: The Gathering,17,4.67
1107,Loser,1,3.08
3616,Loser,21,3.08
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),3,4.12
1112,Palookaville,7,4.5
1114,"Funeral, The",16,3.0
1116,"Single Girl, A (Fille seule, La)",0,4.0
1117,"Eighth Day, The (Huitième jour, Le)",0,3.5
1119,Drunks,0,3.0
1120,"People vs. Larry Flynt, The",7,3.54
1121,Glory Daze,0,4.0
1123,"Perfect Candidate, A",3,4.25
1124,On Golden Pond,0,3.65
1125,"Return of the Pink Panther, The",20,3.69
1126,Drop Dead Fred,1,2.83
1127,"Abyss, The",12,3.48
1128,"Fog, The",17,2.3
39400,"Fog, The",15,2.3
1129,Escape from New York,12,3.45
1130,"Howling, The",17,2.9
1131,Jean de Florette,0,4.09
1132,Manon of the Spring (Manon des sources),0,4.06
1135,Private Benjamin,1,3.12
1136,Monty Python and the Holy Grail,11,4.16
1137,Hustler White,5,4.0
1140,Entertaining Angels: The Dorothy Day Story,0,5.0
1144,"Line King: The Al Hirschfeld Story, The",3,4.0
1147,When We Were Kings,3,3.9
1148,Wallace & Gromit: The Wrong Trousers,2,4.04
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",0,4.33
1151,Lesson Faust,7,5.0
1156,"Children Are Watching Us, The (Bambini ci guardano, I)",0,3.5
1161,"Tin Drum, The (Blechtrommel, Die)",0,3.67
1162,"Ruling Class, The",7,3.0
1163,Mina Tannenbaum,0,1.0
1167,Dear God,1,3.5
1170,Best of the Best 3: No Turning Back,14,2.5
1171,Bob Roberts,1,3.35
1172,Cinema Paradiso (Nuovo cinema Paradiso),0,4.16
1173,"Cook the Thief His Wife & Her Lover, The",7,3.14
1175,Delicatessen,10,3.83
1176,"Double Life of Veronique, The (Double Vie de Véronique, La)",5,4.0
1177,Enchanted April,5,4.0
1178,Paths of Glory,0,4.54
1179,"Grifters, The",16,3.63
1180,Hear My Song,1,3.0
1183,"English Patient, The",5,3.71
1184,Mediterraneo,7,3.93
1185,My Left Foot,0,3.95
1186,"Sex, Lies, and Videotape",0,3.59
1187,Passion Fish,0,3.6
1188,Strictly Ballroom,21,3.66
1189,"Thin Blue Line, The",3,4.0
1190,Tie Me Up! Tie Me Down! (¡Átame!),5,3.17
1191,Madonna: Truth or Dare,3,3.5
1192,Paris Is Burning,3,4.5
1193,One Flew Over the Cuckoo's Nest,0,4.2
1194,Cheech and Chong's Up in Smoke,1,3.59
1196,Star Wars: Episode V - The Empire Strikes Back,18,4.22
1197,"Princess Bride, The",6,4.23
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),6,4.21
1199,Brazil,9,4.18
1200,Aliens,18,3.96
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",6,4.15
1202,Withnail & I,1,3.86
1203,12 Angry Men,0,4.16
77846,12 Angry Men,16,4.16
1204,Lawrence of Arabia,0,4.3
1206,"Clockwork Orange, A",16,4.0
1207,To Kill a Mockingbird,0,4.12
1208,Apocalypse Now,14,4.22
1209,Once Upon a Time in the West (C'era una volta il West),14,4.31
1210,Star Wars: Episode VI - Return of the Jedi,18,4.14
1211,"Wings of Desire (Himmel über Berlin, Der)",5,3.88
1212,"Third Man, The",4,4.23
1213,Goodfellas,16,4.25
1214,Alien,17,3.97
1215,Army of Darkness,6,4.04
1216,"Big Blue, The (Grand bleu, Le)",5,3.45
1217,Ran,0,4.43
1218,"Killer, The (Die xue shuang xiong)",8,4.0
1219,Psycho,17,3.83
2389,Psycho,15,3.83
1220,"Blues Brothers, The",1,3.81
1221,"Godfather: Part II, The",16,4.26
1222,Full Metal Jacket,0,4.1
1223,"Grand Day Out with Wallace and Gromit, A",11,4.09
1224,Henry V,14,4.0
1225,Amadeus,0,4.18
1226,"Quiet Man, The",5,3.5
1227,Once Upon a Time in America,16,4.06
1228,Raging Bull,0,4.19
1230,Annie Hall,21,3.87
1231,"Right Stuff, The",0,3.86
1232,Stalker,0,3.62
1233,"Boot, Das (Boat, The)",14,4.21
1234,"Sting, The",20,3.98
1235,Harold and Maude,10,4.29
1236,Trust,10,4.33
1237,"Seventh Seal, The (Sjunde inseglet, Det)",0,4.22
1238,Local Hero,1,4.06
1240,"Terminator, The",12,3.9
1241,Dead Alive (Braindead),17,4.05
1242,Glory,0,4.17
1243,Rosencrantz and Guildenstern Are Dead,7,3.97
1244,Manhattan,10,4.11
1245,Miller's Crossing,16,4.22
1246,Dead Poets Society,0,3.96
1247,"Graduate, The",10,4.06
1248,Touch of Evil,8,4.26
1249,"Femme Nikita, La (Nikita)",8,4.07
1250,"Bridge on the River Kwai, The",0,4.12
1251,8 1/2 (8½),0,4.07
1252,Chinatown,8,4.21
1253,"Day the Earth Stood Still, The",13,3.59
64497,"Day the Earth Stood Still, The",13,3.59
1254,"Treasure of the Sierra Madre, The",14,3.66
1255,Bad Taste,17,3.0
1256,Duck Soup,1,3.8
1257,Better Off Dead...,21,3.69
1258,"Shining, The",17,4.08
1259,Stand by Me,0,4.01
1260,M,8,3.73
1261,Evil Dead II (Dead by Dawn),17,4.04
1262,"Great Escape, The",14,4.13
1263,"Deer Hunter, The",0,3.83
1264,Diva,13,3.8
1265,Groundhog Day,21,3.94
1266,Unforgiven,0,4.03
144352,Unforgiven,19,4.03
1267,"Manchurian Candidate, The",8,3.9
8781,"Manchurian Candidate, The",4,3.9
1268,Pump Up the Volume,7,3.61
1269,Arsenic and Old Lace,4,3.88
1270,Back to the Future,9,4.04
1271,Fried Green Tomatoes,20,3.5
1272,Patton,0,4.12
1273,Down by Law,7,4.05
1274,Akira,18,3.74
1275,Highlander,6,3.73
1276,Cool Hand Luke,0,4.27
1277,Cyrano de Bergerac,10,4.12
1278,Young Frankenstein,1,3.99
1279,Night on Earth,7,4.12
1280,Raise the Red Lantern (Da hong deng long gao gao gua),0,4.33
1281,"Great Dictator, The",7,4.13
1282,Fantasia,2,3.78
1283,High Noon,0,4.21
1284,"Big Sleep, The",20,4.14
1285,Heathers,1,3.73
1286,Somewhere in Time,5,3.07
1287,Ben-Hur,14,3.94
1288,This Is Spinal Tap,1,4.02
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),3,3.86
1290,Some Kind of Wonderful,5,3.35
1291,Indiana Jones and the Last Crusade,6,4.05
1292,Being There,7,3.95
1293,Gandhi,0,3.83
1295,"Unbearable Lightness of Being, The",0,3.23
1296,"Room with a View, A",5,3.71
1297,Real Genius,1,3.68
1298,Pink Floyd: The Wall,0,3.76
1299,"Killing Fields, The",0,4.02
1300,My Life as a Dog (Mitt liv som hund),7,4.17
1301,Forbidden Planet,0,3.81
1302,Field of Dreams,0,3.52
1303,"Man Who Would Be King, The",0,4.03
1304,Butch Cassidy and the Sundance Kid,14,3.94
1305,"Paris, Texas",5,3.5
1306,Until the End of the World (Bis ans Ende der Welt),9,2.7
1307,When Harry Met Sally...,21,3.86
1310,Hype!,3,5.0
1312,Female Perversions,0,2.5
1318,Blue Juice,7,2.0
1320,Alien³ (a.k.a. Alien 3),12,3.15
1321,"American Werewolf in London, An",15,3.41
1322,Amityville 1992: It's About Time,17,1.5
1323,Amityville 3-D,17,1.67
1324,Amityville: Dollhouse,17,1.17
1325,Amityville: A New Generation,17,1.25
1326,Amityville II: The Possession,17,1.12
1327,"Amityville Horror, The",13,2.52
33085,"Amityville Horror, The",15,2.52
1328,"Amityville Curse, The",17,0.75
1329,Blood for Dracula (Andy Warhol's Dracula),17,2.75
1330,April Fool's Day,17,1.5
1331,Audrey Rose,17,2.0
1332,"Believers, The",15,3.67
1333,"Birds, The",15,3.6
1334,"Blob, The",17,2.94
4480,"Blob, The",17,2.94
1335,Blood Beach,17,1.0
1336,Body Parts,15,1.0
1337,"Body Snatcher, The",13,4.5
1339,Dracula (Bram Stoker's Dracula),15,3.47
1340,"Bride of Frankenstein, The (Bride of Frankenstein)",17,3.17
1341,Burnt Offerings,17,3.75
1342,Candyman,15,2.5
1343,Cape Fear,4,3.85
1344,Cape Fear,16,3.85
1345,Carrie,13,3.29
32914,Carrie,13,3.29
105731,Carrie,0,3.29
1346,Cat People,17,2.94
7713,Cat People,13,2.94
1347,"Nightmare on Elm Street, A",15,2.88
77798,"Nightmare on Elm Street, A",15,2.88
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",17,3.53
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),17,5.0
1350,"Omen, The",15,3.54
45662,"Omen, The",15,3.54
1351,Blood and Wine (Blood & Wine),16,2.33
1352,Albino Alligator,8,2.25
1353,"Mirror Has Two Faces, The",10,3.38
1354,Breaking the Waves,0,4.07
1355,Nightwatch,15,2.0
1356,Star Trek: First Contact,12,3.88
1357,Shine,5,4.0
1358,Sling Blade,0,3.84
1359,Jingle All the Way,1,2.86
1361,Paradise Lost: The Child Murders at Robin Hood Hills,3,4.08
1363,"Preacher's Wife, The",0,3.5
1365,Ridicule,0,3.58
1366,"Crucible, The",0,3.9
1367,101 Dalmatians,11,3.07
1370,Die Hard 2,6,3.4
1371,Star Trek: The Motion Picture,9,3.04
1372,Star Trek VI: The Undiscovered Country,18,3.35
1373,Star Trek V: The Final Frontier,18,2.67
1374,Star Trek II: The Wrath of Khan,12,3.77
1375,Star Trek III: The Search for Spock,18,3.26
1376,Star Trek IV: The Voyage Home,9,3.48
1377,Batman Returns,19,3.02
1378,Young Guns,1,3.1
1379,Young Guns II,14,3.0
1380,Grease,21,3.14
1381,Grease 2,21,2.08
1382,Marked for Death,14,1.88
1385,Under Siege,14,2.85
1387,Jaws,17,4.01
1388,Jaws 2,15,2.62
1389,Jaws 3-D,17,1.42
1390,My Fellow Americans,1,2.67
1391,Mars Attacks!,18,3.09
1392,Citizen Ruth,7,4.12
1393,Jerry Maguire,5,3.59
1394,Raising Arizona,1,3.99
1395,Tin Men,7,3.0
1396,Sneakers,19,3.48
1397,Bastard Out of Carolina,0,4.0
1398,In Love and War,5,2.5
1399,Marvin's Room,0,3.1
1401,Ghosts of Mississippi,0,3.33
1405,Beavis and Butt-Head Do America,20,2.94
1406,La Cérémonie,16,4.5
1407,Scream,15,3.2
1408,"Last of the Mohicans, The",14,3.83
1409,Michael,10,2.5
1411,Hamlet,5,3.81
1941,Hamlet,0,3.81
2820,Hamlet,0,3.81
3598,Hamlet,16,3.81
3723,Hamlet,0,3.81
1412,Some Mother's Son,0,3.5
1413,"Whole Wide World, The",0,4.25
1414,Mother,1,3.0
1415,"Thieves (Voleurs, Les)",5,2.5
1416,Evita,0,3.42
1417,"Portrait of a Lady, The",0,3.25
1419,Walkabout,0,4.25
1422,Murder at 1600,16,2.75
1423,Hearts and Minds,0,4.0
1425,Fierce Creatures,1,3.0
1426,Zeus and Roxanne,2,1.0
1427,Turbulence,12,1.0
1428,Angel Baby,0,3.0
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),6,3.58
1430,Underworld,1,3.46
6754,Underworld,17,3.46
1431,Beverly Hills Ninja,1,2.47
1432,Metro,8,2.71
1437,"Cement Garden, The",0,4.25
1438,Dante's Peak,12,2.62
1439,Meet Wally Sparks,1,2.17
1440,Amos & Andrew,1,1.5
1441,Benny & Joon,21,3.47
1442,Prefontaine,0,3.5
1445,McHale's Navy,1,2.14
1446,Kolya (Kolja),7,4.43
1447,Gridlock'd,20,3.38
1449,Waiting for Guffman,1,3.88
1453,"Beautician and the Beast, The",21,1.83
1454,SubUrbia,7,3.75
1456,"Pest, The",1,2.0
1457,Fools Rush In,10,3.08
1458,Touch,5,4.0
1459,Absolute Power,4,2.67
1460,That Darn Cat,1,3.25
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),1,2.31
1464,Lost Highway,5,3.26
1465,Rosewood,14,3.33
1466,Donnie Brasco,16,3.74
1468,Booty Call,21,2.6
1473,Best Men,19,4.0
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),1,2.14
1475,Kama Sutra: A Tale of Love,5,4.0
1476,Private Parts,7,3.54
1477,Love Jones,5,4.0
1479,"Saint, The",12,3.22
1480,Smilla's Sense of Snow,13,3.36
1483,Crash,13,3.75
33166,Crash,16,3.75
1484,"Daytrippers, The",10,3.67
1485,Liar Liar,1,3.03
1487,Selena,0,3.0
1488,"Devil's Own, The",14,2.83
1489,Cats Don't Dance,2,3.0
1490,B*A*P*S,1,1.5
1493,Love and Other Catastrophes,5,3.5
1495,Turbo: A Power Rangers Movie,6,2.0
1496,Anna Karenina,5,3.5
7092,Anna Karenina,5,3.5
97936,Anna Karenina,0,3.5
1497,Double Team,14,4.0
1498,Inventing the Abbotts,5,3.0
1499,Anaconda,6,1.93
1500,Grosse Pointe Blank,21,3.61
1502,Kissed,5,2.5
1503,8 Heads in a Duffel Bag,1,3.0
1507,Paradise Road,0,3.5
1513,Romy and Michele's High School Reunion,1,2.97
1514,Temptress Moon (Feng Yue),5,3.0
1515,Volcano,14,2.1
1516,Children of the Revolution,1,3.0
1517,Austin Powers: International Man of Mystery,6,3.54
1518,Breakdown,12,3.35
1519,Broken English,0,1.0
1526,Fathers' Day,1,1.0
1527,"Fifth Element, The",18,3.75
1529,Nowhere,7,3.33
1533,"Promise, The (La promesse)",0,4.5
1537,Shall We Dance? (Shall We Dansu?),10,3.81
1541,Addicted to Love,21,2.7
1542,Brassed Off,10,3.71
1544,"Lost World: Jurassic Park, The",12,2.75
1545,Ponette,0,4.5
1546,Schizopolis,1,3.5
1547,Shiloh,0,3.25
1549,Rough Magic,5,4.0
1550,Trial and Error,21,2.25
1551,Buddy,0,2.17
1552,Con Air,6,3.03
1554,"Pillow Book, The",5,2.4
1556,Speed 2: Cruise Control,12,1.61
1562,Batman & Robin,6,2.21
1564,For Roseanna (Roseanna's Grave),10,4.0
1565,Head Above Water,1,4.0
1566,Hercules,11,3.29
112911,Hercules,6,3.29
1569,My Best Friend's Wedding,21,3.5
1571,When the Cat's Away (Chacun cherche son chat),21,4.5
1572,"Contempt (Mépris, Le)",0,3.0
1573,Face/Off,8,3.37
1574,Fall,5,1.0
1580,Men in Black (a.k.a. MIB),18,3.49
1581,Out to Sea,1,2.17
1582,Wild America,11,2.6
1583,"Simple Wish, A",2,3.0
1584,Contact,0,3.65
1585,Love Serenade,1,3.0
1586,G.I. Jane,14,2.8
1587,Conan the Barbarian,6,3.17
89190,Conan the Barbarian,6,3.17
1588,George of the Jungle,1,3.08
1589,Cop Land,8,3.28
1590,Event Horizon,15,2.94
1591,Spawn,12,2.63
1592,Air Bud,1,2.38
1593,Picture Perfect,21,2.83
1594,In the Company of Men,7,4.08
1596,Career Girls,0,4.33
1597,Conspiracy Theory,13,2.94
1598,Desperate Measures,16,2.5
1599,Steel,14,2.33
1600,She's So Lovely,5,3.5
1601,Hoodlum,16,2.33
1602,Leave It to Beaver,1,1.75
1603,Mimic,15,2.46
1604,Money Talks,1,3.33
1605,Excess Baggage,5,2.75
1606,Kull the Conqueror,6,2.33
1608,Air Force One,12,3.34
1609,187 (One Eight Seven),13,2.67
1610,"Hunt for Red October, The",6,3.87
1611,My Own Private Idaho,5,4.1
1612,"Kiss Me, Guido",1,3.0
1613,Star Maps,0,4.0
1614,In & Out,1,2.79
1615,"Edge, The",0,3.0
1616,"Peacemaker, The",12,3.02
1617,L.A. Confidential,8,4.06
1619,Seven Years in Tibet,0,3.43
1620,Kiss the Girls,16,3.12
1621,Soul Food,0,3.25
1623,Wishmaster,17,2.25
1624,"Thousand Acres, A",0,1.75
1625,"Game, The",13,3.7
1626,Fire Down Below,14,2.67
1627,U Turn,16,3.36
1629,"MatchMaker, The",21,3.33
1631,"Assignment, The",12,5.0
1633,Ulee's Gold,0,4.0
1635,"Ice Storm, The",0,3.88
1639,Chasing Amy,10,3.58
1641,"Full Monty, The",7,3.76
1642,Indian Summer (a.k.a. Alive & Kicking),7,1.75
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",5,3.8
1644,I Know What You Did Last Summer,15,2.11
1645,The Devil's Advocate,13,3.41
1646,RocketMan (a.k.a. Rocket Man),21,2.14
1647,Playing God,16,2.5
1648,"House of Yes, The",7,3.5
1649,"Fast, Cheap & Out of Control",3,2.5
1650,Washington Square,0,3.75
1652,Year of the Horse,3,4.5
1653,Gattaca,13,3.95
1654,FairyTale: A True Story,0,3.5
1655,Phantoms,13,4.0
1656,Swept from the Sea,5,4.0
1658,"Life Less Ordinary, A",4,3.06
1659,Hurricane Streets,0,4.0
1660,Eve's Bayou,0,3.0
1661,Switchback,8,3.0
1662,Gang Related,20,3.0
1663,Stripes,1,3.79
1665,Bean,1,2.97
1667,Mad City,14,2.1
1670,Welcome to Sarajevo,0,3.0
1671,Deceiver,16,3.0
1672,"Rainmaker, The",0,3.38
1673,Boogie Nights,0,4.08
1674,Witness,5,3.65
1675,Incognito,8,3.5
1676,Starship Troopers,18,3.33
1677,Critical Care,7,2.0
1678,"Joy Luck Club, The",5,3.5
1679,Chairman of the Board,1,2.0
1680,Sliding Doors,5,3.6
1681,Mortal Kombat: Annihilation,6,1.93
1682,"Truman Show, The",7,3.81
1683,"Wings of the Dove, The",5,4.42
1684,Mrs. Dalloway,5,3.5
1685,"I Love You, I Love You Not",5,3.0
1686,Red Corner,8,3.67
1687,"Jackal, The",12,3.22
1688,Anastasia,11,3.36
6516,Anastasia,0,3.36
1689,"Man Who Knew Too Little, The",20,2.21
1690,Alien: Resurrection,18,2.92
1693,Amistad,0,3.5
1694,"Apostle, The",0,3.0
1695,Artemisia,0,4.0
1696,Bent,0,3.5
1699,"Butcher Boy, The",7,4.0
1701,Deconstructing Harry,7,3.88
1702,Flubber,2,3.0
1703,For Richer or Poorer,1,2.9
1704,Good Will Hunting,5,4.08
1707,Home Alone 3,1,1.88
1711,Midnight in the Garden of Good and Evil,16,3.1
1713,Mouse Hunt,1,3.07
1717,Scream 2,15,2.92
1718,Stranger in the House,4,3.25
1719,"Sweet Hereafter, The",0,4.25
1721,Titanic,5,3.42
3404,Titanic,14,3.42
1722,Tomorrow Never Dies,6,3.07
1726,"Postman, The",18,2.69
1727,"Horse Whisperer, The",5,3.75
1729,Jackie Brown,16,3.7
1730,Kundun,0,3.25
1731,Mr. Magoo,1,1.75
1732,"Big Lebowski, The",20,3.92
1733,Afterglow,5,4.5
1734,My Life in Pink (Ma vie en rose),7,4.06
1735,Great Expectations,5,3.33
25923,Great Expectations,0,3.33
1739,3 Ninjas: High Noon On Mega Mountain,1,4.0
1746,Senseless,1,2.0
1747,Wag the Dog,1,3.34
1748,Dark City,9,3.82
1752,Hard Rain,8,2.5
1753,Half Baked,1,3.59
1754,Fallen,16,3.5
1755,Shooting Fish,21,4.1
1757,Fallen Angels (Duo luo tian shi),5,2.0
1759,"Four Days in September (O Que É Isso, Companheiro?)",0,5.0
1760,Spice World,1,1.35
1762,Deep Rising,18,2.3
1767,Music From Another Room,5,3.0
1769,"Replacement Killers, The",8,2.93
1770,B. Monkey,8,2.5
1771,Night Flier,17,4.0
1772,Blues Brothers 2000,1,2.71
1777,"Wedding Singer, The",21,3.42
1779,Sphere,4,2.76
1783,Palmetto,16,2.8
1784,As Good as It Gets,10,3.7
1785,King of New York,8,3.9
1791,Twilight,16,2.4
63992,Twilight,5,2.4
1792,U.S. Marshals,8,3.02
1793,Welcome to Woop-Woop,1,4.0
1794,Love and Death on Long Island,7,3.0
1797,Everest,3,3.67
142448,Everest,13,3.67
1798,Hush,4,2.4
156726,Hush,4,2.4
1799,Suicide Kings,16,3.42
1801,"Man in the Iron Mask, The",14,3.5
1804,"Newton Boys, The",16,3.0
1805,Wild Things,16,3.02
1806,Paulie,11,2.31
1807,"Cool, Dry Place, A",0,3.0
1809,Fireworks (Hana-bi),16,4.0
1810,Primary Colors,7,3.5
1812,Wide Awake,7,3.67
1816,Two Girls and a Guy,7,2.0
1821,"Object of My Affection, The",21,2.67
1824,Homegrown,1,1.0
1825,The Players Club,7,3.5
1826,Barney's Great Adventure,11,2.0
1827,"Big One, The",1,3.33
1829,Chinese Box,5,3.25
1831,Lost in Space,18,2.45
1833,Mercury Rising,14,3.0
1834,"Spanish Prisoner, The",16,4.0
1835,City of Angels,5,3.38
1836,"Last Days of Disco, The",7,4.5
1837,"Odd Couple II, The",1,2.25
1839,My Giant,1,3.0
1840,He Got Game,0,3.21
1841,"Gingerbread Man, The",13,3.0
1844,Live Flesh (Carne trémula),5,3.88
1845,Zero Effect,4,3.97
1848,"Borrowers, The",11,3.04
1855,Krippendorf's Tribe,1,2.57
1856,Kurt & Courtney,3,4.0
1857,"Real Blonde, The",1,3.5
1858,Mr. Nice Guy (Yat goh ho yan),1,2.56
1859,Taste of Cherry (Ta'm e guilass),0,3.67
1860,Character (Karakter),0,2.62
1862,Species II,17,1.94
1863,Major League: Back to the Minors,1,2.43
1866,"Big Hit, The",19,2.93
1867,Tarzan and the Lost City,6,2.0
1870,"Dancer, Texas Pop. 81",7,3.0
1875,Clockwatchers,1,3.92
1876,Deep Impact,13,3.07
1881,Quest for Camelot,11,2.0
1882,Godzilla,12,2.14
111364,Godzilla,18,2.14
1883,Bulworth,10,3.27
1884,Fear and Loathing in Las Vegas,7,3.97
1885,"Opposite of Sex, The",10,3.12
1887,Almost Heroes,1,2.0
1888,Hope Floats,10,2.67
1889,Insomnia,13,3.39
5388,Insomnia,8,3.39
1891,"Ugly, The",15,2.0
1892,"Perfect Murder, A",4,3.28
1893,Beyond Silence (Jenseits der Stille),0,4.5
1894,Six Days Seven Nights,21,2.84
1895,Can't Hardly Wait,10,3.33
1897,High Art,5,3.5
1900,"Children of Heaven, The (Bacheha-Ye Aseman)",7,4.0
1902,Dream for an Insomniac,5,4.0
1904,Henry Fool,7,3.33
1906,Mr. Jealousy,21,2.5
1907,Mulan,11,3.57
1909,"X-Files: Fight the Future, The",8,3.44
1910,I Went Down,20,2.0
1911,Dr. Dolittle,1,2.61
1912,Out of Sight,10,3.86
1913,Picnic at Hanging Rock,0,4.0
1914,Smoke Signals,7,3.39
1916,Buffalo '66 (a.k.a. Buffalo 66),5,3.42
